,Time [s],timestamp,utcdate,temperature,dewPoint,pressure,cloudCover,windSpeed,windBearing,humidity,Trust,DirectNormIrr,DiffuseHorIrr
2016-01-06 10:00:00+01:00,468000,1452070800,2016-01-06 09:00:00,3.27,1.37,1001.95,0.7,0.95,151,0.87,1,38.878167798964,101.17643885046007
2016-01-06 11:00:00+01:00,471600,1452074400,2016-01-06 10:00:00,4.79,1.72,1001.87,0.68,1.18,156,0.8,1,66.77756310745717,145.6564323307254
2016-01-06 12:00:00+01:00,475200,1452078000,2016-01-06 11:00:00,5.98,1.65,1001.42,0.68,1.17,229,0.74,1,80.9068558345198,168.93332867904618
2016-01-06 13:00:00+01:00,478800,1452081600,2016-01-06 12:00:00,6.16,2.1,1001.29,0.85,1.33,245,0.75,1,38.08724754149425,146.27271766466214
2016-01-06 14:00:00+01:00,482400,1452085200,2016-01-06 13:00:00,6.39,2.04,1001.38,0.71,1.44,258,0.74,1,61.405828946109104,144.56749418942968
2016-01-06 15:00:00+01:00,486000,1452088800,2016-01-06 14:00:00,6.62,2.01,1001.44,0.75,0.94,258,0.72,1,33.50421741728515,99.44758877986173
2016-01-06 16:00:00+01:00,489600,1452092400,2016-01-06 15:00:00,6.37,2.12,1001.91,0.79,0.53,264,0.74,1,8.783086952208787,44.28548531858577
2016-01-06 17:00:00+01:00,493200,1452096000,2016-01-06 16:00:00,5.62,2.07,1002.32,0.85,0.5,235,0.78,1,0.0,1.3141489719374804
2016-01-06 18:00:00+01:00,496800,1452099600,2016-01-06 17:00:00,5.39,1.7,1002.52,0.88,0.95,255,0.77,1,0.0,0.0
2016-01-06 19:00:00+01:00,500400,1452103200,2016-01-06 18:00:00,5.13,1.79,1002.86,0.89,0.84,256,0.79,1,0.0,0.0
2016-01-06 20:00:00+01:00,504000,1452106800,2016-01-06 19:00:00,4.75,2.14,1003.72,0.85,1.36,236,0.83,1,0.0,0.0
2016-01-06 21:00:00+01:00,507600,1452110400,2016-01-06 20:00:00,4.16,2.35,1004.11,0.88,1.59,235,0.88,1,0.0,0.0
2016-01-06 22:00:00+01:00,511200,1452114000,2016-01-06 21:00:00,3.78,2.37,1004.3,0.89,1.48,219,0.9,1,0.0,0.0
2016-01-06 23:00:00+01:00,514800,1452117600,2016-01-06 22:00:00,3.18,1.98,1004.48,0.88,1.87,208,0.92,1,0.0,0.0
2016-01-07 00:00:00+01:00,518400,1452121200,2016-01-06 23:00:00,3.17,2.03,1004.75,0.78,1.17,192,0.92,1,0.0,0.0
2016-01-07 01:00:00+01:00,522000,1452124800,2016-01-07 00:00:00,3.42,2.18,1004.58,0.86,0.96,180,0.92,1,0.0,0.0
2016-01-07 02:00:00+01:00,525600,1452128400,2016-01-07 01:00:00,3.21,2.12,1004.41,0.81,0.89,175,0.93,1,0.0,0.0
2016-01-07 03:00:00+01:00,529200,1452132000,2016-01-07 02:00:00,2.99,1.84,1004.68,0.76,0.81,176,0.92,1,0.0,0.0
2016-01-07 04:00:00+01:00,532800,1452135600,2016-01-07 03:00:00,3.02,1.86,1004.59,0.83,1.01,174,0.92,1,0.0,0.0
2016-01-07 05:00:00+01:00,536400,1452139200,2016-01-07 04:00:00,2.9,1.75,1003.8,0.81,1.35,151,0.92,1,0.0,0.0
2016-01-07 06:00:00+01:00,540000,1452142800,2016-01-07 05:00:00,2.82,1.6,1003.29,0.71,0.83,149,0.92,1,0.0,0.0
2016-01-07 07:00:00+01:00,543600,1452146400,2016-01-07 06:00:00,2.42,1.31,1002.65,0.74,1.01,123,0.92,1,0.0,0.0
2016-01-07 08:00:00+01:00,547200,1452150000,2016-01-07 07:00:00,1.91,0.75,1002.56,0.75,0.43,137,0.92,1,0.0,
2016-01-07 09:00:00+01:00,550800,1452153600,2016-01-07 08:00:00,1.79,0.7,1001.32,0.75,0.89,116,0.92,1,9.547441554643608,44.297524612514195
2016-01-07 10:00:00+01:00,554400,1452157200,2016-01-07 09:00:00,2.52,1.29,1001.04,0.7,0.1,123,0.92,1,39.154358999623156,101.75254548269433
2016-01-07 11:00:00+01:00,558000,1452160800,2016-01-07 10:00:00,2.94,1.51,1000.09,0.8,0.44,159,0.9,1,42.006949611845286,133.11568216453287
2016-01-07 12:00:00+01:00,561600,1452164400,2016-01-07 11:00:00,3.34,1.52,999.01,0.78,0.71,183,0.88,1,56.009958840895024,158.14665126675027
2016-01-07 13:00:00+01:00,565200,1452168000,2016-01-07 12:00:00,3.43,1.61,998.14,0.89,0.99,216,0.88,1,28.160515877095218,139.52662492610582
2016-01-07 14:00:00+01:00,568800,1452171600,2016-01-07 13:00:00,1.53,0.43,998.49,0.85,1.21,214,0.92,1,32.10656764564961,127.49960297187269
2016-01-07 15:00:00+01:00,572400,1452175200,2016-01-07 14:00:00,1.1,0.29,998.9,0.85,1.38,187,0.94,1,20.445993233492597,89.86756211330037
2016-01-07 16:00:00+01:00,576000,1452178800,2016-01-07 15:00:00,1.81,0.84,999.89,0.89,1.71,189,0.93,1,4.793367982108249,38.52937852426592
2016-01-07 17:00:00+01:00,579600,1452182400,2016-01-07 16:00:00,2.81,1.74,1001.02,1.0,1.32,198,0.93,1,0.0,1.206459248968741
2016-01-07 18:00:00+01:00,583200,1452186000,2016-01-07 17:00:00,3.71,2.66,1001.77,0.85,1.41,203,0.93,1,0.0,0.0
2016-01-07 19:00:00+01:00,586800,1452189600,2016-01-07 18:00:00,4.22,3.1,1002.39,0.77,1.51,218,0.92,1,0.0,0.0
2016-01-07 20:00:00+01:00,590400,1452193200,2016-01-07 19:00:00,5.81,4.27,1003.25,0.88,2.21,238,0.9,1,0.0,0.0
2016-01-07 21:00:00+01:00,594000,1452196800,2016-01-07 20:00:00,6.29,3.95,1004.58,0.85,3.27,265,0.85,1,0.0,0.0
2016-01-07 22:00:00+01:00,597600,1452200400,2016-01-07 21:00:00,6.02,3.2,1005.27,0.79,3.33,275,0.82,1,0.0,0.0
2016-01-07 23:00:00+01:00,601200,1452204000,2016-01-07 22:00:00,5.43,3.02,1006.31,0.78,2.0,259,0.84,1,0.0,0.0
2016-01-08 00:00:00+01:00,604800,1452207600,2016-01-07 23:00:00,5.4,2.69,1006.9,0.78,1.78,251,0.83,1,0.0,0.0
2016-01-08 01:00:00+01:00,608400,1452211200,2016-01-08 00:00:00,5.36,2.46,1007.31,0.8,1.72,242,0.82,1,0.0,0.0
2016-01-08 02:00:00+01:00,612000,1452214800,2016-01-08 01:00:00,5.28,2.25,1007.71,0.78,1.77,252,0.81,1,0.0,0.0
2016-01-08 03:00:00+01:00,615600,1452218400,2016-01-08 02:00:00,4.69,1.83,1008.81,0.6,1.24,251,0.82,1,0.0,0.0
2016-01-08 04:00:00+01:00,619200,1452222000,2016-01-08 03:00:00,3.61,1.32,1008.96,0.73,0.87,211,0.85,1,0.0,0.0
2016-01-08 05:00:00+01:00,622800,1452225600,2016-01-08 04:00:00,2.83,1.11,1009.58,0.78,0.33,193,0.88,1,0.0,0.0
2016-01-08 06:00:00+01:00,626400,1452229200,2016-01-08 05:00:00,2.55,0.98,1009.78,0.88,0.52,162,0.89,1,0.0,0.0
2016-01-08 07:00:00+01:00,630000,1452232800,2016-01-08 06:00:00,2.8,1.14,1009.71,0.88,0.49,160,0.89,1,0.0,0.0
2016-01-08 08:00:00+01:00,633600,1452236400,2016-01-08 07:00:00,2.72,1.24,1009.99,0.88,0.27,147,0.9,1,0.0,
2016-01-08 09:00:00+01:00,637200,1452240000,2016-01-08 08:00:00,2.64,1.31,1009.78,0.88,0.36,125,0.91,1,4.646624957387638,36.61286813031713
2016-01-08 10:00:00+01:00,640800,1452243600,2016-01-08 09:00:00,3.46,1.93,1009.66,0.79,0.21,145,0.9,1,27.624802066756367,94.3431145462178
