#1
double data(8760,10)
0 	 267.240000 	 266.180000 	 1.038590 	 0.540000 	 36.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
3600 	 266.580000 	 265.680000 	 1.038510 	 0.240000 	 19.000000 	 0.930000 	 0.000000 	 0.000000 	 1.000000 
7200 	 267.210000 	 266.100000 	 1.038420 	 0.600000 	 82.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
10800 	 266.880000 	 265.630000 	 1.038730 	 0.330000 	 19.000000 	 0.910000 	 0.000000 	 0.000000 	 1.000000 
14400 	 267.270000 	 266.270000 	 1.038490 	 0.340000 	 42.000000 	 0.930000 	 0.000000 	 0.000000 	 1.000000 
18000 	 267.690000 	 266.470000 	 1.038580 	 0.710000 	 357.000000 	 0.910000 	 0.000000 	 0.000000 	 1.000000 
21600 	 268.400000 	 267.320000 	 1.038800 	 0.410000 	 46.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
25200 	 268.270000 	 267.230000 	 1.039310 	 0.520000 	 56.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
28800 	 268.090000 	 267.140000 	 1.039240 	 0.100000 	 332.000000 	 0.930000 	 0.000000 	 0.000000 	 0.000000 
32400 	 268.760000 	 267.720000 	 1.039590 	 0.380000 	 58.000000 	 0.920000 	 4.396487 	 35.246634 	 1.000000 
36000 	 269.140000 	 268.260000 	 1.039800 	 0.210000 	 326.000000 	 0.940000 	 15.210507 	 81.118449 	 1.000000 
39600 	 269.850000 	 268.820000 	 1.039970 	 0.130000 	 80.000000 	 0.930000 	 24.472257 	 117.375942 	 1.000000 
43200 	 270.510000 	 269.430000 	 1.040000 	 0.490000 	 356.000000 	 0.920000 	 29.545049 	 136.740343 	 1.000000 
46800 	 270.960000 	 269.760000 	 1.039850 	 0.420000 	 117.000000 	 0.910000 	 27.022099 	 134.523185 	 1.000000 
50400 	 271.220000 	 269.820000 	 1.039080 	 0.900000 	 146.000000 	 0.900000 	 24.284412 	 116.653509 	 1.000000 
54000 	 271.390000 	 269.770000 	 1.038730 	 0.160000 	 176.000000 	 0.890000 	 14.940984 	 80.038245 	 1.000000 
57600 	 271.490000 	 269.770000 	 1.038900 	 0.530000 	 298.000000 	 0.880000 	 4.154532 	 34.104084 	 1.000000 
61200 	 271.230000 	 269.580000 	 1.039160 	 0.280000 	 246.000000 	 0.880000 	 0.000000 	 34.104084 	 0.000000 
64800 	 271.090000 	 269.580000 	 1.039120 	 0.760000 	 190.000000 	 0.890000 	 0.000000 	 0.000000 	 1.000000 
68400 	 271.020000 	 269.420000 	 1.038980 	 0.760000 	 247.000000 	 0.890000 	 0.000000 	 0.000000 	 1.000000 
72000 	 270.920000 	 269.420000 	 1.039090 	 0.490000 	 285.000000 	 0.890000 	 0.000000 	 0.000000 	 1.000000 
75600 	 270.840000 	 269.390000 	 1.039600 	 0.460000 	 245.000000 	 0.900000 	 0.000000 	 0.000000 	 1.000000 
79200 	 270.680000 	 269.250000 	 1.039680 	 0.340000 	 239.000000 	 0.900000 	 0.000000 	 0.000000 	 1.000000 
82800 	 270.520000 	 269.160000 	 1.039670 	 0.890000 	 217.000000 	 0.900000 	 0.000000 	 0.000000 	 1.000000 
86400 	 270.420000 	 269.140000 	 1.039470 	 0.970000 	 223.000000 	 0.910000 	 0.000000 	 0.000000 	 1.000000 
90000 	 269.530000 	 268.420000 	 1.038770 	 0.720000 	 209.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
93600 	 268.770000 	 267.840000 	 1.038970 	 0.420000 	 259.000000 	 0.930000 	 0.000000 	 0.000000 	 1.000000 
97200 	 268.900000 	 267.820000 	 1.038900 	 0.840000 	 194.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
100800 	 268.970000 	 268.010000 	 1.038680 	 0.960000 	 181.000000 	 0.930000 	 0.000000 	 0.000000 	 1.000000 
104400 	 269.880000 	 268.790000 	 1.038130 	 0.960000 	 228.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
108000 	 269.670000 	 268.620000 	 1.037950 	 0.850000 	 241.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
111600 	 269.430000 	 268.420000 	 1.038110 	 0.860000 	 219.000000 	 0.930000 	 0.000000 	 0.000000 	 1.000000 
115200 	 269.330000 	 268.440000 	 1.038580 	 0.710000 	 184.000000 	 0.940000 	 0.000000 	 0.000000 	 0.000000 
118800 	 269.640000 	 268.590000 	 1.038270 	 0.610000 	 200.000000 	 0.920000 	 8.080536 	 41.546511 	 1.000000 
122400 	 271.510000 	 270.100000 	 1.038660 	 0.570000 	 207.000000 	 0.900000 	 39.416083 	 100.278467 	 1.000000 
126000 	 272.490000 	 270.890000 	 1.038550 	 0.720000 	 263.000000 	 0.890000 	 73.694786 	 146.135034 	 1.000000 
129600 	 273.680000 	 271.630000 	 1.037680 	 1.240000 	 242.000000 	 0.860000 	 61.842609 	 158.196373 	 1.000000 
133200 	 274.110000 	 272.390000 	 1.036520 	 0.840000 	 194.000000 	 0.880000 	 51.904787 	 152.628085 	 1.000000 
136800 	 274.750000 	 272.930000 	 1.036200 	 0.940000 	 223.000000 	 0.880000 	 51.032160 	 136.072743 	 1.000000 
140400 	 274.810000 	 273.180000 	 1.036560 	 1.520000 	 233.000000 	 0.890000 	 31.579628 	 95.048075 	 1.000000 
144000 	 274.830000 	 273.360000 	 1.036840 	 1.210000 	 213.000000 	 0.900000 	 7.556453 	 40.511259 	 1.000000 
147600 	 275.070000 	 273.590000 	 1.037090 	 0.570000 	 267.000000 	 0.900000 	 0.000000 	 40.511259 	 0.000000 
151200 	 275.010000 	 273.880000 	 1.037010 	 0.590000 	 224.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
154800 	 275.030000 	 273.940000 	 1.037450 	 0.590000 	 253.000000 	 0.920000 	 0.000000 	 0.000000 	 1.000000 
158400 	 274.790000 	 273.950000 	 1.038310 	 0.570000 	 268.000000 	 0.940000 	 0.000000 	 0.000000 	 1.000000 
162000 	 274.820000 	 274.020000 	 1.038580 	 0.530000 	 233.000000 	 0.940000 	 0.000000 	 0.000000 	 1.000000 
165600 	 274.830000 	 274.140000 	 1.038790 	 0.380000 	 273.000000 	 0.950000 	 0.000000 	 0.000000 	 1.000000 
169200 	 274.730000 	 274.070000 	 1.038780 	 0.620000 	 311.000000 	 0.950000 	 0.000000 	 0.000000 	 1.000000 
172800 	 274.890000 	 274.200000 	 1.038840 	 0.180000 	 112.000000 	 0.950000 	 0.000000 	 0.000000 	 1.000000 
176400 	 274.870000 	 274.180000 	 1.038650 	 0.360000 	 177.000000 	 0.950000 	 0.000000 	 0.000000 	 1.000000 
180000 	 274.940000 	 274.240000 	 1.038150 	 0.640000 	 212.000000 	 0.950000 	 0.000000 	 0.000000 	 1.000000 
183600 	 274.820000 	 274.230000 	 1.037620 	 0.320000 	 193.000000 	 0.960000 	 0.000000 	 0.000000 	 1.000000 
187200 	 274.620000 	 274.020000 	 1.036950 	 0.130000 	 161.000000 	 0.960000 	 0.000000 	 0.000000 	 1.000000 
190800 	 274.570000 	 274.020000 	 1.036220 	 0.130000 	 287.000000 	 0.960000 	 0.000000 	 0.000000 	 1.000000 
194400 	 274.540000 	 274.010000 	 1.035460 	 0.160000 	 186.000000 	 0.960000 	 0.000000 	 0.000000 	 1.000000 
198000 	 274.470000 	 273.990000 	 1.034690 	 0.170000 	 174.000000 	 0.970000 	 0.000000 	 0.000000 	 1.000000 
201600 	 274.530000 	 274.040000 	 1.033980 	 0.130000 	 243.000000 	 0.970000 	 0.000000 	 0.000000 	 0.000000 
205200 	 274.650000 	 274.110000 	 1.034050 	 0.310000 	 11.000000 	 0.960000 	 0.000000 	 26.292318 	 1.000000 
208800 	 274.680000 	 274.160000 	 1.033240 	 0.590000 	 231.000000 	 0.960000 	 0.000000 	 63.930185 	 1.000000 
212400 	 275.310000 	 274.580000 	 1.032270 	 0.650000 	 184.000000 	 0.950000 	 24.672395 	 118.256374 	 1.000000 
216000 	 275.970000 	 275.040000 	 1.030890 	 0.970000 	 226.000000 	 0.940000 	 37.298734 	 143.609274 	 1.000000 
219600 	 276.280000 	 275.010000 	 1.028750 	 1.150000 	 218.000000 	 0.910000 	 62.199647 	 159.000429 	 1.000000 
223200 	 276.660000 	 275.450000 	 1.026720 	 1.730000 	 200.000000 	 0.920000 	 24.720175 	 118.440039 	 1.000000 
226800 	 277.070000 	 275.820000 	 1.025060 	 1.850000 	 215.000000 	 0.910000 	 19.234400 	 85.663726 	 1.000000 
230400 	 277.770000 	 276.560000 	 1.024110 	 3.540000 	 240.000000 	 0.920000 	 5.239383 	 37.102545 	 1.000000 
234000 	 278.930000 	 277.540000 	 1.023630 	 3.640000 	 247.000000 	 0.910000 	 0.000000 	 37.102545 	 0.000000 
